"","YEAR","ZIP_CHAR","NUM_CRIMES","NUM_ASSAULT","NUM_LARCENY","NUM_BURGLARY","NUM_PROPERTY","NUM_AUTOTHEFT","NUM_AGG_ASSAULT","NUM_MURDER","NUM_TRAFFIC","NUM_FRAUD","NUM_ROBBERY","NUM_DRUGS","NUM_WEAPONS","NUM_ESCAPE","NUM_OBSTRUCT","NUM_CONDUCT","NUM_VIOLENT","NUM_WHITECOLLAR","NUM_SUBSTANCE","NUM_YOUTH"
"540",2011,48238,7199,904,615,835,2998,468,522,710,523,219,280,172,113,137,53,54,2167,259,253,3093
"541",2012,48238,7137,961,707,616,2951,580,523,642,431,308,318,166,75,71,72,39,2158,329,210,3038
"542",2013,48238,6493,975,652,634,2569,440,452,140,315,276,269,182,79,88,79,72,1594,293,227,2774
"543",2014,48238,5906,851,522,541,2253,415,464,1,271,278,205,182,99,75,80,31,1350,291,203,2421
"544",2015,48238,5937,962,607,436,2159,327,417,0,300,277,170,121,62,42,59,36,1406,295,153,2644
"545",2016,48238,5239,774,538,340,1892,330,465,0,244,239,147,119,84,19,78,21,1256,256,152,2246
"546",2017,48238,323,58,42,35,189,45,34,0,0,8,20,6,9,0,2,0,96,10,10,151
"547",2009,48239,1017,104,109,134,500,97,66,99,51,27,53,15,7,17,2,7,272,31,36,414
"548",2010,48239,1034,110,111,133,500,88,60,108,50,30,61,27,15,10,10,9,283,34,43,422
"549",2011,48239,1014,105,100,178,517,103,51,107,44,26,41,12,9,11,9,11,264,27,35,387
"550",2012,48239,1050,125,116,126,507,121,49,94,34,35,38,21,9,9,13,4,272,37,31,415
"551",2013,48239,1172,187,120,144,526,111,51,27,44,46,47,20,7,11,15,7,269,49,21,480
"552",2014,48239,1066,160,89,99,364,76,71,0,59,47,22,18,15,12,12,1,237,49,25,413
"553",2015,48239,1034,152,104,80,365,52,53,0,64,27,32,38,12,8,10,9,208,29,44,491
"554",2016,48239,987,148,112,92,348,61,69,0,49,38,14,23,6,9,11,13,217,40,24,456
"555",2017,48239,62,15,9,8,34,6,7,0,0,3,3,1,1,0,0,0,22,3,1,33
"556",2009,48240,1285,91,215,134,647,104,70,105,80,27,86,44,23,49,12,15,269,30,81,592
"557",2010,48240,1033,81,215,81,535,80,39,93,66,39,68,21,19,13,3,14,216,41,45,514
"558",2011,48240,1002,72,178,107,518,75,49,102,48,43,71,26,14,12,7,4,225,50,48,436
"559",2012,48240,978,74,184,52,479,79,39,79,45,57,81,25,15,11,8,8,199,68,37,431
"560",2013,48240,933,91,190,55,476,74,38,18,30,45,106,10,14,11,5,5,149,51,20,389
"561",2014,48240,941,103,156,57,397,55,44,0,52,40,58,22,19,8,6,1,151,51,33,419
"562",2015,48240,958,97,161,53,387,44,48,0,66,34,56,16,13,7,15,4,147,41,28,440
"563",2016,48240,916,98,165,42,353,39,46,0,40,28,29,16,16,4,12,5,146,34,20,420
"564",2017,48240,35,6,6,6,20,4,3,0,0,1,3,0,2,0,0,0,9,1,2,15
"565",2009,48242,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"566",2010,48242,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"567",2011,48242,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"568",2013,48242,5,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3
"569",2015,48242,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"570",2016,48242,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"571",2009,48243,241,26,63,16,142,24,9,24,8,7,5,1,4,0,0,0,62,9,3,134
"572",2010,48243,336,29,83,16,198,54,9,35,12,9,7,2,1,0,2,1,73,9,9,172
"573",2011,48243,404,32,121,17,240,51,17,39,7,7,9,4,4,1,5,2,89,9,7,214
"574",2012,48243,324,28,96,15,181,38,12,29,8,5,5,4,0,3,0,2,70,5,9,171
"575",2013,48243,268,24,98,6,154,23,5,18,2,6,7,1,1,3,1,2,48,7,2,151
"576",2014,48243,327,28,95,2,150,25,7,0,20,11,8,0,4,3,0,0,37,12,2,165
"577",2015,48243,330,20,102,5,162,22,12,0,17,9,3,1,2,1,3,2,32,10,6,178
"578",2016,48243,396,49,83,6,172,33,7,0,12,16,4,4,4,2,2,1,56,18,7,198
"579",2017,48243,25,0,13,3,23,4,1,0,0,1,0,0,0,0,0,0,1,1,0,16
